年份,省份,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,能源消费总量,年末常住人口,地区生产总值,人均能源消耗,能源强度,CO2排放量,碳排放强度,第一产业增加值,第二产业增加值,第三产业增加值,人均地区生产总值,Post_green,Treat_green,绿色金融试点DID,全国均值,减排效率,能源消费总量.1,煤炭消费量,焦炭消费量,原油消费量,汽油消费量,煤油消费量,柴油消费量,燃料油消费量,天然气消费量,电力消费量,Post_carbon,Treat_carbon,碳排放交易DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,carbon_trading,environmental_tax,gfi_std,ln_pop
2009,河南省,0.17257333,0.031334,0.007876,0.014473,0.004597,0.004388,0.032395,0.017611,19751.0,9487.05,19480.46,2.08189057715517,1.01388776240397,539729858.5,-2.77062173326503,2143.6,18667.2,13660.9,44272,0,0,0,2.66960201713366,0.0,19751.0,24445.0,1441.74,785.82,196.36,25.63,526.18,25.93,41.5,2275.19,0,0,0,0.7318130196280106,0.9863024656979393,1.6084835779031914e-06,0.958252525864379,0,0,-0.5662384131775574,9.157682989748968
2010,河南省,0.18523264,0.033727,0.008181,0.015117,0.004823,0.005606,0.032673,0.017659,18964.0,9405.47,23092.36,2.01627350892619,0.821223989232802,579721040.6,-2.51044518879837,2409.2,21853.6,17121.0,52787,0,0,0,2.40850270516871,0.0,21437.76,26050.0,1743.44,835.07,297.49,30.64,561.22,18.34,47.15,2353.96,0,0,0,0.7834407145733426,1.2176945792026999,1.460526338581245e-06,0.9463562840697095,0,0,-0.4819077261502693,9.149046713904896
2011,河南省,0.18645603,0.034292,0.008478,0.015146,0.005181,0.005487,0.034293,0.016141,20462.0,9461.0,26931.03,2.16277349117429,0.759792700093535,629821628.5,-2.33864664106794,2908.8,25231.2,20699.2,61464,0,0,0,2.18035126729488,0.0,23062.0,28374.0,2052.63,874.63,358.53,49.64,663.34,41.83,54.96,2823.0,0,0,0,0.8203811154443704,1.3161484703352555,1.2733267164308237e-06,0.9368821021698762,0,0,-0.4737580466493871,9.154933364704444
2012,河南省,0.17498082,0.032951,0.008337,0.014775,0.004867,0.004971,0.033477,0.014735,20920.0,9532.0,29599.31,2.1947125472094,0.706773232213859,650228607.5,-2.19676947705876,3241.4,27150.8,23309.8,66533,0,0,0,2.01609935715007,0.0,23647.11,25240.0,2221.93,1010.02,426.92,53.39,738.19,13.16,73.92,2926.2,0,0,0,0.8585308720185041,1.4148809751434035,1.113235409879487e-06,0.9172781392539218,0,0,-0.5502007866630533,9.162409838218633
2013,河南省,0.19312562,0.036216,0.00906,0.016632,0.005024,0.0055,0.034541,0.016261,21909.0,9573.0,32191.3,2.28862425571921,0.680587612180931,671934918.1,-2.08731836893819,3447.5,29149.4,26752.5,72768,0,0,0,1.91398219724656,0.0,21909.0,25058.14,1817.47,963.57,556.92,46.07,777.59,33.89,79.77,2899.18,1,0,0,0.9177718923888656,1.4693185448902277,1.125024463131343e-06,0.9055055247846469,0,0,-0.42932820751199885,9.166701914946353
2014,河南省,0.19788905,0.035996,0.009446,0.016122,0.005116,0.005312,0.03534,0.017865,22890.0,9645.0,34938.24,2.37325038880249,0.655156069681816,662241931.5,-1.89546448676293,3607.4,31048.8,30174.3,78711,0,0,0,1.79640226266579,0.0,22889.93,24249.88,2700.94,845.17,529.82,50.5,800.47,49.3,76.87,2919.57,1,0,0,0.9718346602767257,1.526353866317169,1.0302751369273324e-06,0.8886767049513656,0,0,-0.39759635763183987,9.17419492533983
2015,河南省,0.20922908,0.03526,0.009135,0.015774,0.005294,0.005057,0.039373,0.02114,22343.0,9701.0,37002.16,2.3031646222039,0.603829614271167,657402349.5,-1.77665938826274,3952.5,33371.8,33931.7,85871,0,0,0,1.71577514742415,0.0,22343.0,24253.68,1414.15,606.37,682.1,67.76,862.41,39.03,87.14,2880.0,1,0,0,1.0167776386050495,1.6560963165197156,9.52917343203748e-07,0.9018878897880556,0,0,-0.32205412659317684,9.179984251961283
2016,河南省,0.17299482,0.032269,0.008408,0.014506,0.00482,0.004534,0.032648,0.015819,22323.0,9778.0,40471.79,2.28298220494989,0.551569377089573,644779440.1,-1.5931577034275,4039.8,35041.5,38269.6,92658,0,0,0,1.62438398605541,0.0192234612603738,22323.0,23662.33,1341.97,685.33,700.29,74.0,928.12,38.66,90.38,2989.15,1,0,0,1.0921221979652698,1.8130085561976437,7.973208004884389e-07,0.865825306960725,0,0,-0.5634306344538251,9.187890243138591
2017,河南省,0.20908158,0.036433,0.00883,0.016236,0.005375,0.005991,0.038813,0.018892,22162.0,9829.0,44552.83,2.25475633329942,0.497431925199813,647660998.1,-1.45369216298942,4045.2,39124.1,42700.5,102202,1,0,0,1.56738551218677,0.0725369402188285,22162.0,22976.12,1233.39,650.45,740.64,72.36,972.82,27.91,100.17,3166.17,1,0,0,1.0914116874253976,2.0103253316487684,8.17748277718834e-07,0.8781507257788113,0,0,-0.32303670592305556,9.19309247856663
2018,河南省,0.21640231,0.038371,0.009629,0.017506,0.006065,0.005172,0.037941,0.01998,22659.0,9864.0,48055.86,2.29714111922141,0.471513775843362,671046223.9,-1.39638792001641,4141.7,42129.4,46936.5,110508,1,0,0,1.51591455826218,0.0788478727869661,22659.0,22332.79,1423.42,828.75,761.76,81.89,993.8,31.68,106.31,3417.68,1,0,0,1.114103215331811,2.1208288097444723,7.984666178068606e-07,0.8766756021013878,0,1,-0.27426926200697493,9.19664704484418
2019,河南省,0.23466829,0.042042,0.010313,0.018648,0.006347,0.006736,0.039463,0.019312,22275.0,9901.0,54259.2,2.24977275022725,0.410529458598726,687633160.0,-1.26731164484548,4297.2,43507.5,50852.1,116650,1,0,0,1.5000536746505,0.155155801247743,22300.0,20045.45,1431.96,799.61,769.77,92.65,1007.54,9.77,109.34,3364.17,1,0,0,1.168812273745906,2.4358787878787878,7.748363411181884e-07,0.8018455856334041,0,1,-0.1525894356478208,9.200391041122515
2020,河南省,0.22841049,0.039716,0.009619,0.01777,0.005692,0.006635,0.039025,0.021001,22767.0,9941.17,54997.07,2.29017308827834,0.413967507723593,692056170.3,-1.25835098178867,4537.6,44631.3,53638.9,121333,1,0,0,1.47141701078949,0.144803293314177,22752.0,20004.87,1481.35,890.73,762.26,95.14,1026.1,4.91,106.1,3392.0,1,0,0,1.2018224878056432,2.415648526375895,7.221475616791949e-07,0.811521413777134,0,1,-0.19427611314283147,9.204439998961208
2021,河南省,0.24681415,0.043146,0.010687,0.019121,0.006661,0.006678,0.043115,0.020224,23521.0,9883.0,58887.4,2.37994536072043,0.399423306174156,724088439.7,-1.22961523127188,4721.0,52678.7,59992.7,138255,1,0,0,1.36781889095748,0.101039443598307,23501.0,22421.79,1582.19,922.74,775.89,89.78,1121.34,6.8,117.16,3647.0,1,0,0,1.1388416950304392,2.503609540410697,7.326864490536175e-07,0.8945665796078617,0,1,-0.07167912392172693,9.198571388376184
2022,河南省,0.2674731,0.045961,0.011218,0.020812,0.007028,0.006904,0.045351,0.022855,24402.0,9872.0,61345.1,2.47183954619125,0.397782381966938,708929929.7,-1.15564230835063,4964.2,54886.1,62239.0,143466,1,0,0,1.27047633725244,0.0903865940157139,24371.2858323834,24295.84,1582.44,875.7,800.83,95.65,1170.07,50.64,123.49,3920.45,1,0,0,1.133966523400278,2.5139373821817883,7.492203941309087e-07,0.8947104169689185,0,1,0.06594160317654248,9.197457746145169
2023,河南省,0.30824175,0.049769,0.012741,0.023495,0.008387,0.008121,0.048578,0.026477,24911.0,9815.0,59132.4,2.53805399898115,0.421274969390723,719423511.7,-1.21663168026327,5075.8,56909.7,66236.7,150487,1,0,0,1.2756783895882,0.0462865168892509,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.1638912171387303,2.37374653767412,8.416536450406207e-07,0.9624114698540901,0,1,0.3375241984108043,9.191667106710561
2024,河南省,0.33128288,0.052504,0.013506,0.024959,0.008995,0.00894,0.051074,0.028096,25970.0,9785.0,63590.0,2.65406234031681,0.408397546784086,716767972.6,-1.12717089573832,5245.2,59180.1,72582.8,160694,1,0,0,1.21200651315194,0.0699960078539488,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.2264730880819736,2.448594532152484,8.256644126434975e-07,0.9306510457619123,0,1,0.4910139480721254,9.188605879830176
2000,浙江省,0.19255032,0.036606,0.009202,0.016132,0.005219,0.006054,0.033076,0.015411,6560.0,4679.91,6036.34,1.40173635817783,1.08675124330306,118554334.5,-1.96401021976893,46.0,121.4,127.6,5376,0,1,0,4.53658228674969,0.567072722232913,6560.37,5384.82,117.46,1112.48,196.19,11.25,434.22,182.52,0.0,738.05,0,0,0,1.0510708401976934,0.9201737804878048,6.064270733590222e-06,0.02011152453307799,0,0,-0.4331605999762642,8.451034157957547
2001,浙江省,0.17477533,0.031236,0.008083,0.014631,0.004813,0.003709,0.035434,0.017362,6530.0,4728.8,6898.33884,1.38090001691761,0.946604704619004,125957927.8,-1.82591679999297,49.7,135.9,151.9,6039,0,1,0,4.16809156222866,0.561929777037657,6530.0,5527.0,108.64,1123.85,212.87,9.92,471.67,193.19,0.0,855.29,0,0,0,1.1177336276674026,1.0564071730474733,4.528046639123919e-06,0.019700395001182633,0,0,-0.5515696695545567,8.46142674951016
2002,浙江省,0.18305342,0.032614,0.007675,0.015018,0.005032,0.00489,0.035551,0.017391,8280.0,4776.4,8003.66999,1.73352315551461,1.03452541276005,134737669.7,-1.68344859131305,53.0,153.1,171.1,6647,0,1,0,4.06804884448575,0.586177881419746,8280.0,6595.0,125.56,1241.04,231.44,9.37,502.15,192.42,0.0,1015.84,0,0,0,1.1175702155453953,0.9666268103864735,4.074880653593764e-06,0.01912872472144494,0,0,-0.49642471955540807,8.47144240365923
2003,浙江省,0.23189395,0.038869,0.009187,0.016916,0.005825,0.006941,0.042133,0.0212,9523.0,4856.8,9705.02,1.96075605336847,0.981244757867578,156963524.2,-1.61734364483535,55.6,191.8,195.2,7686,0,1,0,4.08414499624993,0.603994557901251,9522.56,7266.69,126.93,1425.16,262.15,10.4,569.98,261.6,0.0,1240.35,0,0,0,1.0177267987486964,1.0191137246665967,4.005040690281936e-06,0.01976296803097778,0,0,-0.1710708535329415,8.488135063816225
2004,浙江省,0.20785352,0.034528,0.008697,0.014963,0.005346,0.005523,0.041694,0.019626,10825.0,4925.2,11648.7,2.19788028912531,0.929288246757149,183858196.8,-1.57835807257462,65.3,232.6,222.0,8904,0,1,0,3.89549779892895,0.594825063690555,10824.69,8361.83,149.21,1853.44,278.66,10.55,641.82,292.31,0.32,1419.53,0,0,0,0.9544282029234737,1.0760923787528869,2.9641075828204004e-06,0.019967893412998875,0,0,-0.3312174948847548,8.502120161918716
2005,浙江省,0.23553246,0.044329,0.011312,0.019817,0.006188,0.007011,0.038078,0.017098,12032.0,4990.9,13417.68,2.41078763349296,0.896727303080711,212000064.7,-1.58000537127134,69.8,259.8,250.3,9796,0,1,0,3.71995059106252,0.575261731952185,12031.7,9680.8,163.59,2113.04,368.53,40.98,803.11,303.66,2.25,1642.31,0,0,0,0.9634334103156275,1.1151662234042554,3.303775317342491e-06,0.019362512744379057,0,0,-0.14683271985459262,8.515371533203968
2006,浙江省,0.24607922,0.042537,0.010405,0.019415,0.006175,0.006541,0.042711,0.021746,13219.0,5071.8,15718.47,2.60637249102883,0.840985159497076,255761718.0,-1.62714130573777,76.8,321.9,284.6,11389,0,1,0,3.57740717995078,0.545161838200325,13221.53,11334.43,317.76,2114.73,404.8,46.47,842.43,240.95,11.89,1909.23,0,0,0,0.8841255048151602,1.1890816249338074,2.7061794182258195e-06,0.020479092430751848,0,0,-0.07657490037533828,8.531451063162937
2007,浙江省,0.26750143,0.046416,0.012359,0.0206,0.006569,0.006887,0.046386,0.021627,14524.0,5154.9,18753.73,2.81751343382025,0.774459267569705,272431829.2,-1.45268076910567,92.9,422.0,362.7,14458,0,1,0,3.23986794305777,0.551623462857983,14532.91,13024.12,326.4,2248.73,447.09,49.48,874.4,227.29,18.09,2189.33,0,0,0,0.859478672985782,1.2912234921509227,2.475027634502576e-06,0.02250219023095672,0,0,0.06613032502342672,8.547702997620808
2008,浙江省,0.28385632,0.049281,0.011867,0.022546,0.007282,0.007586,0.048343,0.022211,15107.0,5212.4,21462.69,2.89828102217788,0.703872627336089,293551484.1,-1.36772922732425,112.9,558.1,468.2,18554,0,1,0,2.71728515287532,0.496655981843872,15107.0,13041.0,485.98,2287.35,475.36,54.91,898.63,219.86,17.7,2322.87,0,0,0,0.838917756674431,1.4207115906533394,2.296124111190163e-06,0.026003264269297093,0,0,0.1750793206602919,8.55879568127075
2009,浙江省,0.31127225,0.053218,0.01409,0.0235,0.006737,0.008891,0.052321,0.023816,15567.0,5275.5,22990.35,2.95081034972988,0.677110178835903,314122336.3,-1.36632254967845,120.4,593.0,553.2,20382,0,1,0,2.66960201713366,0.488192419353404,15567.0,13276.0,504.51,2505.8,508.62,62.9,897.23,289.53,19.3,2471.44,0,0,0,0.9328836424957843,1.4768645211023317,2.314797295386978e-06,0.025793430722020328,0,0,0.35771204016807195,8.570828740582147
2010,浙江省,0.29805916,0.049695,0.013011,0.023274,0.007443,0.005966,0.050285,0.027579,16865.0,5446.51,27722.31,3.09647829527532,0.608354787173219,337658290.9,-1.21800200235839,151.4,733.4,686.9,24984,0,1,0,2.40850270516871,0.494290789151066,16865.29,13949.86,443.09,2835.41,586.7,70.42,958.33,330.48,31.81,2820.93,0,0,0,0.9365966730297246,1.6437776460124518,1.7925995344543798e-06,0.026455226855193522,0,0,0.26969231733535926,8.60273031556231
2011,浙江省,0.28686589,0.050602,0.012972,0.023187,0.007128,0.007315,0.047598,0.022248,17827.0,5570.0,32318.85,3.20053859964093,0.551597597067965,365746583.2,-1.13168192308823,175.0,919.8,837.0,30161,0,1,0,2.18035126729488,0.480963485075372,17827.0,14776.0,470.0,2939.77,647.76,74.75,958.44,370.29,43.88,3117.0,0,0,0,0.9099804305283757,1.8129158018735625,1.5657116512499672e-06,0.02846017107663175,0,0,0.19512773607603862,8.62515033292133
2012,浙江省,0.34240068,0.055656,0.014786,0.024852,0.007953,0.008066,0.055729,0.030719,18076.0,5685.0,34665.33,3.17959542656113,0.521443182568866,365857971.7,-1.05540022754724,189.0,992.5,949.5,32609,0,1,0,2.01609935715007,0.476513782019584,18076.18,14374.0,451.42,2732.59,706.16,80.07,938.9,328.67,48.08,3210.55,0,0,0,0.9566750629722922,1.917754481079885,1.6055234437404749e-06,0.02863091163418897,0,0,0.5650757817922873,8.645586406184636
2013,浙江省,0.33905693,0.055369,0.014402,0.024804,0.008521,0.007642,0.057628,0.028761,18640.0,5784.0,37756.58,3.22268326417704,0.493688782193726,376030180.2,-0.995932841904643,210.7,1059.5,1057.5,35135,0,1,0,1.91398219724656,0.479654072364213,18640.0,14161.26,446.18,2853.65,706.14,92.15,946.63,328.49,56.72,3453.05,1,0,0,0.998112317130722,2.025567596566524,1.4664728638028125e-06,0.02806133394497065,0,0,0.5428012080005485,8.6628507638386
2014,浙江省,0.308743,0.046686,0.011883,0.020885,0.007422,0.006496,0.058567,0.030311,18826.0,5890.0,40173.03,3.19626485568761,0.468622854686341,387844908.2,-0.965436035569137,216.9,1113.7,1143.4,36815,0,1,0,1.79640226266579,0.462572467406899,18826.42,13824.37,465.07,2731.81,710.38,103.76,932.06,339.38,78.16,3506.39,1,0,0,1.0266678638771662,2.1339121427812597,1.1621229466634704e-06,0.027722579053658637,0,0,0.34086330274369675,8.681011276645632
2015,浙江省,0.36351474,0.061043,0.014696,0.027228,0.009625,0.009494,0.057325,0.02825,19610.0,5985.0,42886.49,3.2765246449457,0.457253554674211,392043877.7,-0.914143073261533,236.8,1116.8,1225.8,37876,0,1,0,1.71577514742415,0.467212778647648,19610.0,13826.07,427.59,2846.84,754.05,113.52,968.37,326.26,80.35,3554.0,1,0,0,1.0976002865329513,2.186970423253442,1.423361995817331e-06,0.026040834771043284,0,0,0.7057282490859536,8.697011617992073
2016,浙江省,0.33208458,0.056737,0.014286,0.025743,0.008886,0.007822,0.052192,0.02706,20276.0,6072.0,47251.36,3.33926218708827,0.429109342037986,388095170.5,-0.821341799474132,241.0,1179.7,1360.7,40339,0,1,0,1.62438398605541,0.494367214571816,20276.0,13948.49,329.47,2667.35,796.92,127.4,881.91,381.29,87.79,3873.19,1,0,0,1.153428837840129,2.3304083645689486,1.2007485075561846e-06,0.024966477155366533,0,0,0.4963545165383197,8.711443319075466
2017,浙江省,0.36406569,0.060706,0.01527,0.026697,0.008716,0.010023,0.057452,0.028749,21030.0,6170.0,51768.26,3.40842787682334,0.406233472015478,391871805.1,-0.756973104948863,250.6,1406.0,1543.7,45718,1,1,1,1.56738551218677,0.517047274545267,21030.0,14262.04,320.17,3038.65,858.97,147.81,831.97,398.32,104.93,4192.63,1,0,0,1.097937411095306,2.4616386115073707,1.1726490324380228e-06,0.02715949888986031,0,0,0.709398432691354,8.727454116899434
2018,浙江省,0.37059963,0.059421,0.015018,0.026374,0.008816,0.009213,0.061241,0.031694,21675.0,6273.0,56197.15,3.45528455284553,0.385695715885948,402870023.2,-0.716886929675259,279.4,1488.1,1742.7,49614,1,1,1,1.51591455826218,0.527092786484557,21675.0,14180.08,323.05,2769.88,862.2,163.65,761.97,304.08,134.91,4532.82,1,0,0,1.171090652509912,2.592717416378316,1.0573667881734216e-06,0.026479990533327755,0,1,0.7529246319229931,8.744009988096744
2019,浙江省,0.35247177,0.053857,0.013616,0.024989,0.008389,0.006862,0.065405,0.03285,22393.0,6375.0,62351.74,3.51262745098039,0.359139937393888,403466940.7,-0.647082087364362,280.0,1587.1,1881.4,52537,1,1,1,1.5000536746505,0.56862737760692,22393.0,13676.9,302.02,3472.3,789.2,176.37,730.48,303.79,147.2,4706.22,1,0,0,1.1854325499338416,2.7844299557897556,8.637609792445248e-07,0.0254539809153682,0,1,0.6321648995098921,8.760139370026627
2020,浙江省,0.41844062,0.071209,0.017477,0.031753,0.011512,0.010468,0.062894,0.030122,24660.0,6468.3,64613.34,3.81243912620008,0.381654933795405,405793469.4,-0.628033575419565,338.1,1629.3,1989.0,55021,1,1,1,1.47141701078949,0.573177711814958,24660.0,13131.53,312.48,5082.69,834.57,145.77,703.26,456.38,133.5,4830.0,1,0,0,1.2207696556803536,2.620167883211679,1.1020789205448906e-06,0.02521615505404921,0,1,1.07162000748182,8.774668601810616
2021,浙江省,0.39185309,0.061677,0.015801,0.028542,0.008463,0.00887,0.071448,0.031918,26623.7,6540.0,73515.8,4.07090214067278,0.362149361089725,424413186.2,-0.577308804637915,364.6,2099.2,2124.4,63461,1,1,1,1.36781889095748,0.577934762815129,26623.7,15429.95,285.53,5636.97,878.65,155.23,698.76,260.63,170.53,5514.0,1,0,0,1.012004573170732,2.7612916311406757,8.389625087396179e-07,0.02855440599163717,0,1,0.8945057199528292,8.785692444451245
2022,浙江省,0.4730561,0.07755,0.019212,0.035502,0.012088,0.010749,0.071615,0.037355,29112.3,6577.0,77715.4,4.42637980842329,0.374601430347138,418594960.8,-0.538625498678512,407.5,2439.1,2258.0,70263,1,1,1,1.27047633725244,0.576044446570838,29112.3,16145.79,292.63,6753.78,882.69,115.31,686.52,211.44,172.03,5799.31,1,0,0,0.925751301709647,2.669503955372815,9.978717216922256e-07,0.031385027935261225,0,1,1.4354440192743354,8.79133399330135
2023,浙江省,0.71848159,0.101525,0.030724,0.050562,0.023814,0.020728,0.079882,0.050893,31863.36,6627.0,82553.2,4.80811226799457,0.385973650930551,437605135.4,-0.530088640294986,428.1,2487.2,2399.6,72957,1,1,1,1.2756783895882,0.584465297349668,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.9647796719202316,2.5908504313418295,1.2298130175450498e-06,0.030128450502221595,0,1,3.070359365032423,8.798907492088226
2024,浙江省,0.84660993,0.114951,0.036312,0.058501,0.030756,0.025943,0.08441,0.056448,34599.66,6670.0,90130.6,5.18735532233883,0.383883608896424,448234163.8,-0.497316298571184,451.2,2335.4,2716.2,75484,1,1,1,1.21200651315194,0.589675226020143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.1630555793440094,2.604956233673972,1.2753826114549332e-06,0.025911288729909707,0,1,3.070359365032423,8.80537513890967
2000,海南省,0.17429293,0.029702,0.006894,0.01364,0.004522,0.004647,0.034257,0.019346,480.0,789.0,518.48,0.653635849412356,0.925783058170035,17759700.19,-3.42533949043358,375.5,1633.4,846.5,7515,0,0,0,4.53658228674969,0.244951535335707,479.95,191.63,3.47,14.69,30.93,28.13,46.2,9.39,5.28,38.37,0,0,0,0.5607408322523524,1.0801666666666667,3.6065123657663524e-05,3.15036259836445,0,0,-0.554783203579868,6.670766320845874
2001,海南省,0.16515712,0.027397,0.006417,0.012343,0.002927,0.00571,0.033753,0.019261,520.0,795.55,558.41366,0.653635849412356,0.931209311749286,18602539.86,-3.3313189115037,426.6,1665.9,951.0,7990,0,0,0,4.16809156222866,0.200756782386408,520.0,0.0,0.04,13.49,31.37,30.49,48.24,9.99,6.56,44.86,0,0,0,0.5708625967945254,1.0738724230769232,3.6065123657663524e-05,2.983272293159877,0,0,-0.6156419023439215,6.679033699353865
2002,海南省,0.1907409,0.033622,0.007338,0.014613,0.005422,0.006248,0.039435,0.014918,602.0,803.13,621.97402,0.749567317868838,0.96788608630309,19763777.63,-3.17758893369855,464.2,1728.3,1050.2,8507,0,0,0,4.06804884448575,0.218891155152727,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0,0,0,0.6076491349881387,1.033179435215947,3.6065123657663524e-05,2.7787334268399184,0,0,-0.44521415042418877,6.688516593745139
2003,海南省,0.25042959,0.041157,0.01117,0.018963,0.006706,0.004318,0.047208,0.024377,684.0,810.52,693.2,0.843902679761141,0.986728216964801,22022014.39,-3.17686301067513,493.0,1956.4,1160.3,9464,0,0,0,4.08414499624993,0.222147349422675,683.74,607.21,5.92,31.6,19.79,52.2,50.73,5.24,24.08,59.3,0,0,0,0.5930791249233285,1.013450292397661,3.6065123657663524e-05,2.822273514137334,0,0,-0.047594672312126114,6.697676016997129
2004,海南省,0.21637184,0.031804,0.007704,0.014306,0.004882,0.004913,0.044182,0.026537,742.0,817.83,798.9,0.907279018867002,0.928777068469145,26523361.34,-3.31998514707723,580.9,2270.3,1283.5,10836,0,0,0,3.89549779892895,0.147737896812559,742.48,477.34,3.51,13.87,34.21,54.26,53.98,5.88,23.89,68.66,0,0,0,0.5653437871646918,1.0766846361185984,3.6065123657663524e-05,2.8417824508699465,0,0,-0.27447223958108596,6.706654491043475
2005,海南省,0.24714064,0.042681,0.011077,0.020133,0.007688,0.003783,0.045982,0.02174,822.0,828.0,897.99,0.992753623188406,0.915377676811546,28450584.59,-3.16825182797136,674.6,2656.4,1425.4,12456,0,0,0,3.71995059106252,0.148308088934477,819.1,341.6,1.61,11.46,39.48,62.5,43.09,5.24,20.97,81.61,0,0,0,0.5607408322523524,1.0924452554744526,3.6065123657663524e-05,2.958162117618236,0,0,-0.0695041929019843,6.71901315438526
2006,海南省,0.2297992,0.037643,0.009924,0.017102,0.004769,0.005848,0.039184,0.025739,920.0,835.88,1044.91,1.10063645499354,0.880458604090304,31813239.62,-3.04459136384952,731.8,2998.0,1599.9,13947,0,0,0,3.57740717995078,0.148939102903179,910.91,332.23,18.65,230.1,33.24,65.92,62.91,11.28,23.97,97.66,0,0,0,0.5607408322523524,1.135771739130435,3.602511221062101e-05,2.8691466250681876,0,0,-0.18502514540591167,6.728485062111897
