年份,省份,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,x_绿色信贷,x_绿色投资,x_绿色保险,x_绿色债券,x_绿色支持,x_绿色基金,x_绿色权益,绿色信贷_sum,y_绿色信贷,绿色投资_sum,y_绿色投资,绿色保险_sum,y_绿色保险,绿色债券_sum,y_绿色债券,绿色支持_sum,y_绿色支持,绿色基金_sum,y_绿色基金,绿色权益_sum,y_绿色权益,n,y_lny_绿色信贷,y_lny_绿色投资,y_lny_绿色保险,y_lny_绿色债券,y_lny_绿色支持,y_lny_绿色基金,y_lny_绿色权益,y_lny_绿色信贷_sum,y_lny_绿色投资_sum,y_lny_绿色保险_sum,y_lny_绿色债券_sum,y_lny_绿色支持_sum,y_lny_绿色基金_sum,y_lny_绿色权益_sum,E_绿色信贷,E_绿色投资,E_绿色保险,E_绿色债券,E_绿色支持,E_绿色基金,E_绿色权益,d_绿色信贷,d_绿色投资,d_绿色保险,d_绿色债券,d_绿色支持,d_绿色基金,d_绿色权益,d_sum,W_绿色信贷,W_绿色投资,W_绿色保险,W_绿色债券,W_绿色支持,W_绿色基金,W_绿色权益,Score_绿色信贷,Score_绿色投资,Score_绿色保险,Score_绿色债券,Score_绿色支持,Score_绿色基金,Score_绿色权益,能源消费总量,年末常住人口,地区生产总值,人均能源消耗,能源强度,CO2排放量,碳排放强度,第一产业增加值,第二产业增加值,第三产业增加值,人均地区生产总值,Post,Treat,DID,全国均值,减排效率,能源消费总量.1,煤炭消费量,焦炭消费量,原油消费量,汽油消费量,煤油消费量,柴油消费量,燃料油消费量,天然气消费量,电力消费量,rel_year,产业结构高级化,能源利用效率,绿色信贷规模,carbon_trading,environmental_tax,gfi_std,ln_GDP,ln_pop
2008,内蒙古自治区,0.03281616,0.011617,0.00299,0.005311,0.001648,0.001668,0.012553,0.006207,0.03955945,0.03020744,0.0387101,0.02021466,0.01706429,0.05003665,0.04175932,217.69486,0.00018172,169.97573,0.00017772,197.11803,0.00019638,134.47093,0.00015033,134.86767,0.00012653,294.9318,0.00016965,243.86163,0.00017124,775,-0.00156516,-0.00153464,-0.0016762,-0.00132329,-0.00113558,-0.0014729,-0.00148508,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00489207,0.00425711,0.00484748,0.00321951,0.00299677,0.00669133,0.0059119,14100.0,2444.33,8496.2,5.76845188661106,1.65956545279066,395443791.0,4.65436066712177,1761.8,4870.0,4675.6,17758,0,0,0,2.71728515287532,-0.0,14100.0,22242.0,1380.64,189.25,260.88,7.24,686.16,13.75,30.53,1220.57,-9,0.960082135523614,0.6025673758865249,1.3673171535509993e-06,0,0,-1.497238456867892,9.047374283694289,7.80152633572641
2009,内蒙古自治区,0.04566396,0.013816,0.00338,0.006274,0.002055,0.002107,0.013854,0.006751,0.0568087,0.03942594,0.05351753,0.03224595,0.03035797,0.06452465,0.05145796,217.69486,0.00026096,169.97573,0.00023195,197.11803,0.0002715,134.47093,0.0002398,134.86767,0.00022509,294.9318,0.00021878,243.86163,0.00021101,775,-0.00215319,-0.00194119,-0.00222943,-0.00199889,-0.00189057,-0.00184374,-0.00178593,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00702518,0.00555626,0.00670174,0.00513569,0.00533136,0.00862878,0.00728494,15344.0,2458.22,9740.25,6.24191488149962,1.57531890865224,407150932.8,4.18008709016709,1795.8,5494.7,5482.3,19979,0,0,0,2.66960201713366,-0.0,15344.0,24047.0,1554.12,191.76,279.51,8.28,738.95,19.66,44.29,1287.93,-8,0.997743279887892,0.6347921011470281,1.4184440851107519e-06,0,0,-1.4116521333803407,9.18402206365831,7.80719278978228
2010,内蒙古自治区,0.0441595,0.013764,0.003321,0.006115,0.002218,0.00211,0.012516,0.006854,0.05639654,0.03801195,0.05107184,0.03708049,0.03044382,0.04962161,0.05329412,217.69486,0.00025906,169.97573,0.00022363,197.11803,0.00025909,134.47093,0.00027575,134.86767,0.00022573,294.9318,0.00016825,243.86163,0.00021854,775,-0.00213945,-0.00187974,-0.00213967,-0.00226006,-0.00189528,-0.00146209,-0.00184199,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00697421,0.00535699,0.00639548,0.00590567,0.00534644,0.00663582,0.00754489,16820.0,2472.18,11672.0,6.80371170384034,1.44105551747772,463259810.9,3.96898398646333,2073.2,7034.7,6466.4,24005,0,0,0,2.40850270516871,-0.0,16820.3,27004.04,1416.87,140.74,325.68,9.35,863.56,15.15,45.3,1536.83,-7,0.9192147497405717,0.693935790725327,1.1792323509252913e-06,0,0,-1.421674176082911,9.364948090202622,7.812855631460639
2011,内蒙古自治区,0.04264237,0.01277,0.003162,0.005734,0.001754,0.002121,0.013721,0.007267,0.04859928,0.03425765,0.04521129,0.02334895,0.03076529,0.06304605,0.06067828,217.69486,0.00022324,169.97573,0.00020154,197.11803,0.00022936,134.47093,0.00017364,134.86767,0.00022811,294.9318,0.00021376,243.86163,0.00024882,775,-0.00187687,-0.00171504,-0.0019221,-0.00150343,-0.00191289,-0.00180645,-0.00206492,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00600997,0.0048279,0.00566159,0.0037187,0.00540289,0.00843105,0.00859027,18737.0,2470.0,14359.88,7.58582995951417,1.30481591768176,512245577.9,3.56719957200199,2420.0,8883.6,7611.4,28766,0,0,0,2.18035126729488,-0.0,18737.0,34684.0,1559.21,118.66,310.24,10.1,922.86,24.61,40.84,1834.0,-6,0.8567922914133909,0.7663916315311949,8.892831973526242e-07,0,0,-1.431780620684529,9.572193486021337,7.8119734296220225
2012,内蒙古自治区,0.05787758,0.015191,0.003907,0.006831,0.002076,0.002377,0.015935,0.008103,0.06759416,0.05187048,0.06207884,0.03288759,0.03853687,0.08769648,0.0755921,217.69486,0.0003105,169.97573,0.00030516,197.11803,0.00031493,134.47093,0.00024457,134.86767,0.00028574,294.9318,0.00029734,243.86163,0.00030998,775,-0.00250801,-0.0024702,-0.00253935,-0.00203385,-0.00233175,-0.00241462,-0.00250433,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00835895,0.00731006,0.00777383,0.00523788,0.00676771,0.01172752,0.01070163,19786.0,2464.0,15880.58,8.03003246753247,1.24592426724968,521494128.9,3.28384812708352,2567.9,9926.7,8712.7,32203,0,0,0,2.01609935715007,-0.0,19785.71,36620.0,1411.86,87.02,302.53,23.19,877.1,16.91,37.84,2016.78,-5,0.8777035671471889,0.8026170019205499,9.56577152723641e-07,0,0,-1.330290434702433,9.672852258063616,7.80954132465341
2013,内蒙古自治区,0.04825436,0.014539,0.003621,0.006481,0.002122,0.002315,0.014628,0.006004,0.06247543,0.04511934,0.05668815,0.03423011,0.03666726,0.07314759,0.03812939,217.69486,0.00028699,169.97573,0.00026545,197.11803,0.00028758,134.47093,0.00025455,134.86767,0.00027188,294.9318,0.00024802,243.86163,0.00015636,775,-0.00234068,-0.00218571,-0.00234496,-0.00210669,-0.00223215,-0.00205903,-0.00137021,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00772595,0.00635863,0.00709878,0.0054517,0.00643938,0.00978192,0.00539801,17681.0,2455.0,16916.5,7.2020366598778,1.04519256347353,549728223.0,3.24965697987172,2589.2,10913.8,10042.3,35702,0,0,0,1.91398219724656,-0.0,17681.0,34915.72,1800.65,411.07,255.23,26.89,658.93,4.76,43.51,2181.9,-4,0.9201469698913303,0.9567614953905322,8.594567434161913e-07,0,0,-1.3943960418812396,9.736044755970642,7.805882040228621
2014,内蒙古自治区,0.0399726,0.012383,0.003211,0.00557,0.001668,0.001934,0.013763,0.006947,0.04556293,0.03541221,0.04268667,0.02082701,0.02511822,0.06350834,0.05496175,217.69486,0.0002093,169.97573,0.00020834,197.11803,0.00021655,134.47093,0.00015488,134.86767,0.00018624,294.9318,0.00021533,243.86163,0.00022538,775,-0.00177312,-0.00176594,-0.00182721,-0.00135875,-0.00159954,-0.00181812,-0.00189269,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00563448,0.00499061,0.00534544,0.00331704,0.00441117,0.00849288,0.00778098,18309.0,2449.0,17770.19,7.47611269906084,1.03032100388347,540970363.3,3.04425762076826,2671.0,11825.1,11385.2,39181,0,0,0,1.79640226266579,-0.0,18309.06,36465.97,1493.66,411.36,271.66,28.36,577.25,4.92,44.53,2416.74,-3,0.962799468926267,0.9705713037304058,6.968411705220935e-07,0,0,-1.4495654397864266,9.785277613269363,7.803435056952168
2015,内蒙古自治区,0.05372512,0.014821,0.003713,0.006562,0.002203,0.002343,0.015224,0.007318,0.06468557,0.04728306,0.05793915,0.03663535,0.03749997,0.07977747,0.0615802,217.69486,0.00029714,169.97573,0.00027818,197.11803,0.00029393,134.47093,0.00027244,134.86767,0.00027805,294.9318,0.00027049,243.86163,0.00025252,775,-0.00241316,-0.00227749,-0.0023903,-0.00223622,-0.00227659,-0.00222218,-0.00209189,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00799926,0.00666356,0.00725544,0.00583477,0.00658561,0.01066852,0.00871796,18784.0,2440.0,17831.50878,7.69836065573771,1.05341618770187,534434928.2,2.99713801447597,2747.9,12665.7,13125.0,43155,0,0,0,1.71577514742415,-0.0,18784.0,36283.33,1532.74,383.67,305.76,32.6,475.13,10.6,39.15,2543.0,-2,1.036263293777683,0.9492924180153322,8.311691502304833e-07,0,0,-1.3579522744593653,9.78872232757995,7.799753318287247
2016,内蒙古自治区,0.06287479,0.01671,0.004092,0.007301,0.002647,0.00267,0.015724,0.007339,0.07950643,0.05624257,0.06929514,0.04976347,0.04742459,0.08535032,0.06195532,217.69486,0.00036522,169.97573,0.00033089,197.11803,0.00035154,134.47093,0.00037007,134.86767,0.00035164,294.9318,0.00028939,243.86163,0.00025406,775,-0.00289072,-0.00265163,-0.00279587,-0.00292422,-0.00279654,-0.00235787,-0.00210309,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00983206,0.00792621,0.0086775,0.00792564,0.00832854,0.01141377,0.00877106,19310.0,2436.0,18128.1,7.92692939244663,1.06519712490553,543917871.3,3.00041301239512,2915.6,12942.0,14995.9,46606,0,0,0,1.62438398605541,-0.0,19310.0,36460.55,1635.4,419.55,353.24,34.96,426.62,3.27,45.06,2605.03,-1,1.158700355431927,0.9387933713102019,9.217733794495838e-07,0,0,-1.2970012465460772,9.805218499580905,7.798112628829788
2017,内蒙古自治区,0.06803286,0.016882,0.004262,0.007693,0.002486,0.002441,0.01864,0.007855,0.08085712,0.06027767,0.07531586,0.04499848,0.04048466,0.11782884,0.07115774,217.69486,0.00037142,169.97573,0.00035463,197.11803,0.00038209,134.47093,0.00033463,134.86767,0.00030018,294.9318,0.00039951,243.86163,0.0002918,775,-0.00293357,-0.0028173,-0.00300696,-0.0026779,-0.0024348,-0.00312629,-0.00237506,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00999909,0.00849488,0.00943144,0.00716674,0.00710978,0.01575707,0.01007386,19763.0,2433.0,16096.21,8.12289354706124,1.22780455771887,575252587.3,3.57383873160204,2998.4,13459.8,17369.9,51030,1,0,0,1.56738551218677,-0.0,19763.0,38372.19,1669.24,452.25,357.05,42.87,439.2,3.74,52.04,2891.87,0,1.290502087698183,0.814461873197389,1.0488183243136118e-06,0,0,-1.2626404806879978,9.68633911953404,7.796880342783522
2018,内蒙古自治区,0.06801843,0.016885,0.004332,0.007646,0.002463,0.002444,0.016823,0.008899,0.08088153,0.06193008,0.07459509,0.0443211,0.04057658,0.09759619,0.08978706,217.69486,0.00037154,169.97573,0.00036435,197.11803,0.00037843,134.47093,0.0003296,134.86767,0.00030086,294.9318,0.00033091,243.86163,0.00036819,775,-0.00293434,-0.00288468,-0.00298182,-0.00264258,-0.00243965,-0.00265181,-0.00291124,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.01000211,0.00872775,0.00934118,0.00705885,0.00712592,0.01305139,0.01271122,23068.0,2422.0,17289.22,9.52436003303055,1.33424179922518,602380180.8,3.48413740353816,3084.2,13904.1,19341.4,54763,1,0,0,1.51591455826218,-0.0,23068.0,44138.47,2125.06,362.35,352.99,46.85,430.53,2.54,61.97,3353.44,1,1.3910573140296747,0.749489335876539,9.766201135736604e-07,0,1,-1.2627366069234562,9.75783846487777,7.792348924113037
2019,内蒙古自治区,0.07298959,0.018708,0.004683,0.008404,0.002845,0.002776,0.016104,0.00814,0.0951812,0.07022026,0.08625807,0.05560743,0.05062851,0.08958803,0.07623968,217.69486,0.00043722,169.97573,0.00041312,197.11803,0.0004376,134.47093,0.00041353,134.86767,0.00037539,294.9318,0.00030376,243.86163,0.00031263,775,-0.00338195,-0.00321893,-0.00338446,-0.0032217,-0.00296093,-0.00246022,-0.00252311,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.01177046,0.00989608,0.01080168,0.00885638,0.0088912,0.01198047,0.01079331,25346.0,2415.0,17212.53,10.4952380952381,1.47253192877514,633092623.7,3.67809162104583,3647.2,15401.7,20845.2,60104,1,0,0,1.5000536746505,-0.0,25346.0,49035.95,2378.28,428.71,367.7,50.03,451.65,1.25,64.18,3653.02,2,1.3534350104209276,0.679102422472974,1.0868826372415909e-06,0,1,-1.2296209522690895,9.753392885954781,7.789454566086673
2020,内蒙古自治区,0.06846233,0.017223,0.00439,0.007732,0.002441,0.002661,0.015922,0.008921,0.08352912,0.06329156,0.07591772,0.04365468,0.04713549,0.087552,0.09018595,217.69486,0.0003837,169.97573,0.00037236,197.11803,0.00038514,134.47093,0.00032464,134.86767,0.00034949,294.9318,0.00029686,243.86163,0.00036982,775,-0.00301804,-0.00294,-0.00302792,-0.00260777,-0.00278163,-0.00241114,-0.00292253,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.01032952,0.00891962,0.00950681,0.00695272,0.00827777,0.0117082,0.01276769,27133.65,2402.8,17359.82,11.2925129016148,1.56301447826072,648820703.0,3.73748519857925,4240.7,15949.2,21352.7,62537,1,0,0,1.47141701078949,-0.0,27133.65,51818.89,2617.17,414.72,364.96,34.37,444.25,1.54,69.9,3900.0,3,1.3387944222907733,0.6397893390679101,9.921185818746968e-07,0,1,-1.2597795427571303,9.761913619496992,7.784390002976006
2021,内蒙古自治区,0.07649329,0.018373,0.004485,0.008532,0.002921,0.002435,0.017837,0.009374,0.09255219,0.065549,0.08821546,0.05786907,0.04028102,0.10888939,0.09826301,217.69486,0.00042515,169.97573,0.00038564,197.11803,0.00044753,134.47093,0.00043035,134.86767,0.00029867,294.9318,0.0003692,243.86163,0.00040295,775,-0.00330044,-0.00303135,-0.00345122,-0.00333558,-0.00242406,-0.00291823,-0.00314971,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.01144535,0.00923776,0.0110468,0.00921659,0.00707401,0.01456161,0.01391117,26900.46,2400.0,20514.2,11.208525,1.31130923945365,724230244.1,3.5303850215948,4323.0,17852.5,23537.9,68913,1,0,0,1.36781889095748,-0.0,26900.46,57480.44,2454.94,402.03,406.45,38.76,483.41,2.04,77.96,3957.0,4,1.3184652009522477,0.7625966247417331,8.956235193183258e-07,0,1,-1.206280862790476,9.928872608259239,7.783224016336037
2022,内蒙古自治区,0.05972982,0.016686,0.004449,0.007583,0.002446,0.002208,0.015849,0.006691,0.07932236,0.06469444,0.07363761,0.04381253,0.03341885,0.0867429,0.0503999,217.69486,0.00036437,169.97573,0.00038061,197.11803,0.00037357,134.47093,0.00032581,134.86767,0.00024779,294.9318,0.00029411,243.86163,0.00020667,775,-0.00288487,-0.00299682,-0.00294837,-0.00261602,-0.00205738,-0.00239158,-0.0017535,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.0098093,0.00911733,0.00922128,0.00697786,0.0058689,0.0116,0.00713515,27980.98,2401.0,23158.6,11.653885880883,1.20823279472852,752075807.9,3.24750117839593,4601.4,17899.8,25057.4,71917,1,0,0,1.27047633725244,-0.0,27680.57334,58792.04,2625.18,344.84,351.62,24.83,617.5,0.72,90.56,4291.16,5,1.3998703896132918,0.8276550714092216,7.20509875381068e-07,0,1,-1.3179516364788786,10.050121480809727,7.783640596221253
2023,内蒙古自治区,0.07757044,0.016707,0.00612,0.008342,0.003677,0.003689,0.015568,0.005716,0.07948231,0.10419779,0.08529562,0.08021372,0.07828659,0.08360941,0.03299402,217.69486,0.00036511,169.97573,0.00061302,197.11803,0.00043271,134.47093,0.00059651,134.86767,0.00058047,294.9318,0.00028349,243.86163,0.0001353,775,-0.00288995,-0.00453455,-0.00335155,-0.00442876,-0.00432547,-0.00231562,-0.00120524,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00982908,0.0146845,0.01068116,0.01277533,0.01374842,0.01118096,0.00467099,29061.5,2396.0,24627.0,11.653885880883,1.18006659357616,826922305.7,3.3577874109717,4621.3,18822.8,26568.8,75938,1,0,0,1.2756783895882,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.411522196485114,0.8474098033480721,6.784017541722499e-07,0,1,-1.1991053690604507,10.111598681016376,7.78155595923534
2024,内蒙古自治区,0.08245426,0.016723,0.006619,0.008528,0.004082,0.004121,0.015371,0.005292,0.0796075,0.11599298,0.08815577,0.09218431,0.0914026,0.08142502,0.0254367,217.69486,0.00036568,169.97573,0.00068241,197.11803,0.00044722,134.47093,0.00068553,134.86767,0.00067772,294.9318,0.00027608,243.86163,0.00010431,775,-0.00289393,-0.00497468,-0.00344919,-0.00499433,-0.00494517,-0.00226243,-0.00095631,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00984456,0.01634679,0.01103932,0.01468184,0.01605181,0.01088885,0.00360109,30142.02,2388.0,26314.6,11.653885880883,1.14544853427375,828694740.9,3.1491823584626,4899.7,19534.6,28796.7,81225,1,0,0,1.21200651315194,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.4741381958166537,0.8730204545017222,6.355027247231575e-07,0,1,-1.1665715346004677,10.177879197216338,7.778211474512493
2000,北京市,0.16269861,0.032594,0.008291,0.014864,0.005042,0.004398,0.030336,0.012737,0.2041041,0.15552047,0.18554055,0.1205436,0.09977286,0.24810886,0.15827504,217.69486,0.00093757,169.97573,0.00091496,197.11803,0.00094127,134.47093,0.00089643,134.86767,0.00073978,294.9318,0.00084124,243.86163,0.00064904,775,-0.00653694,-0.00640162,-0.00655901,-0.00629032,-0.00533321,-0.00595652,-0.00476394,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.02524027,0.02191736,0.02323434,0.01919852,0.01752177,0.03317922,0.02240712,4144.0,1363.6,2478.76,3.03901437371663,1.67180364375736,43071085.8,1.73760613371202,73.7,794.8,723.2,16236,0,0,0,4.53658228674969,-0.616979033139735,4144.0,2719.78,449.08,754.71,106.6,117.6,81.17,89.62,10.9,384.43,-17,0.9099144438852542,0.5981563706563707,1.3149316593780759e-05,0,0,-0.6320194013832418,7.815513714117346,7.217883540263748
2001,北京市,0.20524373,0.036299,0.009255,0.015643,0.005301,0.006101,0.036093,0.018827,0.23316721,0.1783073,0.19751137,0.12821424,0.15138006,0.31222741,0.26692361,217.69486,0.00107107,169.97573,0.00104902,197.11803,0.001002,134.47093,0.00095347,134.86767,0.00112243,294.9318,0.00105864,243.86163,0.00109457,775,-0.00732517,-0.00719615,-0.00691954,-0.00663178,-0.00762386,-0.00725252,-0.00746211,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.02883433,0.02512869,0.02473339,0.02042019,0.02658484,0.0417537,0.03778858,4313.0,1385.1,3710.52,3.11385459533608,1.16237077282968,43247158.22,1.16552823377855,78.7,858.8,819.4,17523,0,0,0,4.16809156222866,-0.720368850737207,4313.0,2675.0,429.62,700.5,138.69,129.25,103.52,78.39,16.74,398.3,-16,0.9541220307405682,0.8603106886158126,9.782725871306447e-06,0,0,-0.3486027539310177,8.218927307504812,7.233527618181053
2002,北京市,0.19522239,0.035172,0.008771,0.015614,0.005305,0.005482,0.035418,0.017648,0.22431972,0.16686968,0.19707138,0.12831273,0.13262587,0.30470477,0.24589963,217.69486,0.00103043,169.97573,0.00098173,197.11803,0.00099976,134.47093,0.0009542,134.86767,0.00098338,294.9318,0.00103314,243.86163,0.00100836,775,-0.00708708,-0.00679963,-0.00690636,-0.00663614,-0.00680942,-0.00710297,-0.00695709,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.02774021,0.02351679,0.0246783,0.02043588,0.0232913,0.04074771,0.0348122,4436.0,1423.2,4330.4,3.11691961776279,1.02438573803806,45658759.49,1.05437741294107,84.2,931.5,911.2,19161,0,0,0,4.06804884448575,-0.740814957428478,4436.0,2531.0,378.0,748.0,152.0,145.0,109.0,71.0,21.0,436.0,-15,0.9782071926999464,0.9761947700631198,8.122113430629967e-06,0,0,-0.41536045929837534,8.373415195482767,7.260663136351625
